date,Store_ID,Product_ID,Inventory_Level,Units_Sold,Units_Ordered,Price,Discount,Promotion,Competitor_Pricing,Demand
2022-03-16,S004,P0018,118,35,52,141.92,5,0,153.07,53
2023-01-25,S001,P0017,101,88,69,19.24,10,0,22.06,77
2023-10-18,S001,P0014,492,118,0,61.03,25,1,57.97,116
2023-06-05,S002,P0001,672,174,0,103.92,0,0,98.41,164
2023-07-11,S001,P0012,358,176,262,103.45,0,0,88.15,155
2023-09-22,S003,P0018,422,126,0,121.36,20,1,134.25,110
2022-05-02,S001,P0007,1132,37,0,15.63,25,1,18.5,49
2022-08-05,S002,P0009,150,120,327,72.33,10,0,71.57,166
2023-06-11,S005,P0008,68,68,172,67.3,20,1,71.02,201
2023-08-06,S002,P0013,1026,131,0,25.07,5,0,28.5,155
2023-01-30,S005,P0010,170,22,0,46.55,0,0,54.39,31
2022-03-09,S002,P0006,98,91,106,65.11,15,1,63.3,128
2022-01-12,S002,P0017,761,96,0,20.11,10,1,18.15,99
2022-08-16,S002,P0011,708,335,804,132.22,15,1,148.74,290
2023-02-26,S001,P0009,122,122,116,101.17,0,0,98.53,118
2023-03-28,S002,P0020,275,65,0,129.85,10,0,114.37,90
2023-10-31,S005,P0012,426,23,0,110.85,0,0,130.63,35
2023-02-04,S005,P0013,0,0,0,62.59,0,0,72.34,50
2022-11-28,S001,P0014,529,55,0,69.37,0,0,61.83,69
2023-04-14,S002,P0005,520,18,0,72.23,5,0,63.64,29
2022-09-10,S004,P0012,177,85,0,105.74,10,0,122.86,101
2022-09-25,S002,P0009,265,57,0,56.47,0,0,63.15,69
2022-12-04,S004,P0001,673,84,0,10.29,10,0,11.21,107
2023-12-18,S004,P0010,345,186,0,28.48,15,1,25.17,167
2023-07-25,S004,P0017,149,143,131,104.93,15,1,98.57,156
2022-04-01,S001,P0004,310,154,465,141.08,10,1,125.06,208
2022-08-31,S003,P0007,304,216,0,21.93,0,0,25.87,203
2024-01-15,S004,P0017,130,69,103,91.29,10,0,107.09,108
2022-10-27,S002,P0008,73,73,120,24.33,10,0,27.97,113
2022-07-31,S004,P0010,874,87,0,27.57,5,0,33.3,134
2022-07-31,S003,P0003,129,115,92,98.08,0,0,95.88,107
2022-11-16,S004,P0007,425,217,0,36.01,20,1,40.91,270
2022-04-04,S002,P0003,384,63,0,73.07,15,1,72.12,100
2022-10-28,S003,P0011,241,102,266,107.57,25,1,92.38,126
2023-12-02,S003,P0002,329,83,0,58.5,5,0,67.76,126
2022-03-18,S003,P0012,306,76,0,91.98,10,1,109.97,84
2022-12-09,S001,P0012,122,122,0,70.06,25,1,63.07,120
2023-10-21,S005,P0003,130,30,0,22.68,5,0,26.57,32
2022-02-18,S005,P0015,309,94,303,57.67,0,0,50.22,126
2023-10-31,S005,P0017,152,48,0,35.4,0,0,32.5,63
2023-12-26,S002,P0013,246,75,0,21.22,5,0,23.3,100
2022-03-06,S001,P0011,372,46,0,155.92,0,0,149.76,50
2023-12-30,S004,P0017,134,134,203,128.41,0,0,139.39,191
2022-05-04,S005,P0017,83,27,50,28.41,10,0,26.5,34
2023-07-29,S003,P0009,172,139,136,59.96,10,0,70.12,167
2022-05-29,S003,P0005,43,43,0,23.36,10,0,25.54,138
2024-01-23,S001,P0012,544,129,0,75.62,15,1,90.31,121
2022-07-31,S005,P0014,607,54,0,162.57,0,0,161.2,56
2022-07-18,S005,P0011,369,71,0,69.07,5,0,79.7,66
2022-02-26,S002,P0016,202,75,0,63.28,25,1,70.87,81
2022-08-23,S001,P0011,205,55,0,145.34,5,0,139.36,45
2022-05-19,S001,P0007,1157,118,0,27.67,10,1,33.19,170
2022-02-03,S002,P0012,666,112,653,68.76,20,1,77.43,170
2022-12-22,S004,P0003,317,35,0,113.32,5,0,119.82,34
2022-11-12,S004,P0002,23,23,0,22.34,5,0,26.36,146
2022-02-03,S001,P0010,275,126,0,144.53,0,0,156.96,110
2023-02-17,S003,P0004,306,121,260,22.59,10,0,20.57,108
2024-01-17,S001,P0013,153,101,110,33.9,10,1,41.01,135
2022-10-04,S002,P0009,303,134,274,50.49,25,1,58.58,122
2022-11-16,S001,P0010,394,67,0,113.69,10,0,98.47,57
2022-11-02,S003,P0020,301,126,0,69.63,15,1,66.35,109
2022-05-08,S001,P0015,75,36,50,11.97,10,0,11.28,31
2022-05-10,S001,P0015,116,21,0,10.42,20,1,8.93,26
2023-06-21,S001,P0011,166,93,0,169.61,10,0,145.72,103
2022-01-13,S002,P0006,143,81,0,61.84,10,0,60.41,94
2022-02-08,S003,P0011,206,206,0,144.6,15,1,128.1,187
2022-11-30,S005,P0002,267,60,246,38.96,5,0,45.05,91
2023-01-05,S003,P0005,721,122,0,22.39,10,1,20.95,108
2022-04-28,S001,P0010,319,15,0,96.31,5,0,103.02,16
2022-02-25,S002,P0018,111,10,0,19.09,10,1,17.31,13
2022-10-20,S002,P0011,483,47,0,83.84,5,0,99.53,76
2023-08-22,S001,P0009,142,75,98,93.76,0,0,83.86,95
2023-12-11,S001,P0009,325,69,0,81.37,10,0,69.38,84
2022-07-03,S003,P0018,269,17,0,111.82,0,0,128.43,27
2023-01-20,S003,P0003,225,92,0,90.31,10,0,84.87,114
2022-10-01,S002,P0014,545,46,0,118.97,0,0,116.02,67
2023-07-17,S003,P0018,691,143,659,168.9,10,1,143.86,165
2023-12-14,S003,P0010,191,78,0,33.05,10,0,38.86,79
2024-01-07,S004,P0016,84,71,312,97.6,25,1,93.06,88
2022-12-27,S001,P0012,289,92,289,73.51,20,1,87.88,131
2023-12-08,S001,P0019,113,59,81,105.81,5,0,126.65,71
2022-07-09,S002,P0009,146,29,0,48.39,5,0,56.67,43
2022-08-30,S002,P0014,348,91,319,125.66,0,0,149.8,97
2023-08-18,S003,P0019,169,162,186,57.24,15,1,65.94,165
2022-05-13,S005,P0020,107,24,0,18.64,20,1,21.05,21
2023-04-09,S005,P0003,129,129,251,42.2,10,1,38.22,237
2023-07-21,S002,P0003,143,143,0,94.6,10,0,101.6,188
2023-05-18,S005,P0012,281,112,0,130.35,20,1,126.26,129
2023-09-19,S002,P0017,260,112,0,18.18,20,1,19.49,120
2023-04-26,S002,P0016,228,58,0,70.75,10,0,80.73,61
2023-08-24,S005,P0012,573,61,0,133.92,0,0,161.26,84
2023-02-26,S002,P0015,449,71,0,50.75,25,1,54.0,91
2023-10-07,S001,P0014,422,52,0,62.67,10,0,57.18,70
2022-02-23,S004,P0007,83,74,0,27.01,5,0,30.32,95
2023-03-31,S005,P0016,181,117,0,33.05,10,0,34.89,110
2023-01-19,S004,P0011,383,127,0,72.29,0,0,65.24,141
2022-12-02,S001,P0018,162,83,83,57.2,0,0,61.13,80
2022-01-04,S005,P0003,166,43,0,22.64,15,1,24.37,59
2022-05-24,S005,P0014,214,46,187,162.04,0,0,149.11,55
2022-04-17,S005,P0001,80,80,265,13.17,10,0,12.07,145
2022-06-06,S004,P0010,533,54,0,24.31,0,0,23.61,65
2023-08-22,S002,P0005,212,50,0,89.28,0,0,76.72,70
2023-07-01,S001,P0020,414,28,0,100.83,5,0,92.67,32
2023-08-28,S002,P0017,237,94,0,19.8,10,0,21.12,110
2023-06-18,S002,P0009,58,58,0,63.5,10,0,70.49,138
2023-05-14,S003,P0010,133,109,133,43.81,0,0,40.95,117
2023-02-03,S004,P0013,275,158,414,19.18,25,1,17.04,153
2023-12-15,S004,P0001,542,156,883,12.7,15,1,14.39,203
2023-09-05,S004,P0012,184,76,0,118.86,5,0,143.43,121
2023-01-14,S005,P0010,520,107,0,63.69,10,1,60.55,136
2022-01-22,S001,P0007,242,120,0,24.37,5,0,28.83,108
2022-03-01,S001,P0010,109,70,0,128.36,0,0,138.44,75
2022-04-17,S002,P0014,250,100,0,118.33,5,0,125.2,94
2022-09-17,S001,P0012,96,61,0,79.4,5,0,94.31,101
2023-09-10,S001,P0010,844,71,0,130.24,10,0,126.68,95
2023-06-27,S002,P0017,398,113,480,21.78,10,1,24.28,141
2023-11-01,S002,P0011,475,108,0,101.44,0,0,90.66,101
2023-05-28,S003,P0009,72,72,176,71.34,10,1,69.85,216
2023-08-10,S003,P0004,404,148,399,24.3,15,1,22.32,151
2022-05-17,S004,P0017,162,162,162,103.2,15,1,120.73,169
2023-07-18,S004,P0008,110,44,0,90.42,0,0,86.96,38
2023-12-04,S003,P0018,327,55,0,118.28,10,0,116.13,54
2023-07-28,S001,P0015,103,103,150,18.62,10,0,18.44,162
2023-03-04,S001,P0019,62,62,104,103.28,20,1,111.62,115
2023-08-29,S004,P0008,91,66,57,83.93,10,0,92.51,59
2022-03-11,S005,P0014,220,105,0,176.01,10,1,167.94,108
2022-08-21,S005,P0007,171,126,0,71.19,20,1,78.19,123
2022-06-13,S002,P0009,421,75,0,58.11,10,0,57.6,93
2023-01-28,S005,P0004,121,121,160,7.9,10,0,9.43,140
2022-07-08,S005,P0012,340,33,0,113.12,5,0,123.36,52
2022-08-25,S005,P0010,390,225,831,67.51,25,1,71.89,251
2023-06-02,S005,P0010,225,129,0,72.08,0,0,86.83,160
2022-09-08,S001,P0005,888,97,0,59.7,5,0,52.91,100
2023-12-29,S003,P0015,548,74,0,96.78,0,0,105.44,94
2023-07-21,S004,P0003,653,58,0,133.42,5,0,128.41,62
2023-05-28,S002,P0010,78,78,114,80.65,20,1,74.17,122
2022-07-12,S004,P0010,426,115,439,27.86,0,0,29.45,120
2022-02-11,S005,P0012,369,96,0,140.45,10,0,133.5,115
2023-08-27,S005,P0018,177,138,106,23.22,5,0,26.7,132
2023-10-14,S005,P0019,151,17,0,119.37,0,0,106.61,22
2023-12-17,S005,P0003,142,142,146,33.24,5,0,40.12,142
2022-07-09,S005,P0004,115,35,0,5.04,20,1,4.29,31
2022-01-27,S004,P0001,629,126,0,10.63,10,0,11.87,117
2023-04-15,S004,P0017,258,117,0,98.12,5,0,92.48,97
2022-07-02,S001,P0003,994,36,0,45.47,0,0,48.83,43
2023-02-04,S002,P0010,88,88,125,84.03,15,1,83.31,115
2023-01-16,S001,P0007,466,93,591,30.62,0,0,27.69,150
2023-03-25,S005,P0001,244,127,0,14.32,5,0,13.53,156
2023-12-15,S005,P0008,213,36,0,45.15,10,1,51.4,37
2022-01-29,S001,P0013,167,29,0,25.12,10,0,24.93,34
2022-06-03,S001,P0020,594,145,0,149.18,15,1,139.95,186
2022-04-09,S002,P0004,544,164,0,46.0,5,0,54.06,143
2022-05-01,S003,P0005,412,22,0,14.16,20,1,16.51,29
2024-01-01,S003,P0009,50,50,83,54.8,0,0,50.61,86
2023-09-15,S004,P0007,971,198,0,29.25,25,1,32.48,206
2022-09-27,S003,P0008,88,88,284,134.16,0,0,132.64,126
2022-08-04,S003,P0007,22,22,0,18.33,0,0,16.43,119
2023-10-09,S003,P0018,198,19,0,97.56,10,0,110.58,20
2023-11-26,S004,P0006,256,124,0,38.1,5,0,34.81,111
2023-12-28,S005,P0013,358,39,0,59.34,5,0,68.83,49
2023-05-26,S002,P0001,179,46,0,76.07,0,0,73.1,65
2023-04-08,S001,P0006,106,58,0,35.49,5,0,39.01,68
2023-01-24,S005,P0008,92,92,152,70.15,5,0,84.43,151
2023-10-03,S003,P0012,135,99,334,110.23,15,1,95.33,144
2022-06-21,S004,P0017,122,79,114,75.79,25,1,89.79,106
2022-12-22,S004,P0016,482,55,0,83.94,25,1,89.66,60
2022-07-13,S005,P0018,184,81,0,20.79,15,1,22.15,132
2022-04-18,S002,P0009,194,156,0,71.56,10,0,69.05,162
2022-01-19,S002,P0007,274,98,0,29.75,0,0,27.61,92
2023-11-03,S002,P0017,71,71,307,23.66,0,0,21.46,117
2023-07-05,S005,P0006,436,213,0,68.94,15,1,65.6,187
2023-12-25,S004,P0019,151,151,261,80.36,5,0,87.07,218
2023-01-24,S004,P0018,69,69,107,173.79,10,1,149.7,112
2022-04-20,S001,P0014,535,133,453,94.2,5,0,89.6,187
2023-09-26,S001,P0004,174,73,117,94.64,5,0,102.8,72
2022-04-03,S002,P0015,337,135,0,69.18,10,0,60.79,115
2023-03-08,S004,P0015,486,92,473,112.65,5,0,118.8,137
2022-01-27,S002,P0004,206,30,0,35.39,0,0,35.0,36
2023-08-04,S002,P0009,384,47,0,60.77,0,0,57.09,76
2023-09-18,S004,P0014,106,94,212,138.27,25,1,157.18,102
2023-07-30,S005,P0005,114,114,450,24.58,5,0,23.69,251
2023-12-02,S005,P0016,115,115,0,37.74,0,0,41.76,118
2022-09-22,S003,P0011,152,57,0,109.55,5,0,103.12,61
2023-07-21,S003,P0001,224,85,0,15.77,0,0,18.55,76
2022-07-04,S002,P0013,481,64,0,19.99,5,0,18.86,68
2023-07-07,S002,P0005,436,89,0,74.42,25,1,65.32,101
2023-08-22,S002,P0020,111,31,0,113.16,0,0,129.47,39
2022-10-18,S003,P0015,0,0,0,102.32,5,0,90.89,111
2022-07-19,S001,P0004,293,26,0,88.03,5,0,79.84,39
2022-02-28,S004,P0013,417,160,0,21.28,10,0,24.08,143
2023-09-26,S004,P0005,169,169,156,81.83,10,0,73.13,150
2022-11-25,S001,P0015,123,123,147,17.39,5,0,19.46,137
2022-12-26,S005,P0011,218,62,0,80.57,0,0,77.83,81
2022-02-10,S004,P0011,1216,90,0,61.08,0,0,67.29,102
2022-10-27,S005,P0012,119,45,0,114.06,10,0,107.98,55
2023-09-10,S001,P0003,763,39,0,40.81,15,1,44.05,57
2023-02-13,S002,P0010,99,90,91,83.31,5,0,75.82,79
2023-09-14,S005,P0001,216,127,0,10.94,15,1,12.53,119
2023-03-27,S005,P0015,134,134,0,53.32,10,0,50.68,135
2023-12-03,S005,P0005,252,84,247,15.12,10,0,16.53,107
2023-07-15,S002,P0016,119,119,324,106.04,15,1,105.8,197
2022-12-02,S001,P0012,284,94,0,72.54,10,0,78.3,90
2022-02-24,S004,P0006,371,73,0,29.99,20,1,26.53,90
2023-11-14,S004,P0020,130,96,0,127.02,5,0,152.56,80
2023-06-19,S005,P0002,242,138,0,48.56,5,0,45.59,146
2023-02-13,S002,P0015,1167,101,0,68.31,10,1,73.66,127
2022-11-11,S004,P0016,325,37,0,105.45,5,0,127.28,58
2023-08-05,S004,P0002,111,111,368,22.06,10,0,23.62,161
2022-07-28,S004,P0019,184,40,0,45.58,10,1,54.26,48
2022-10-02,S004,P0003,511,81,0,125.59,15,1,123.42,76
2023-06-05,S001,P0018,357,203,0,64.72,20,1,56.36,178
2023-08-10,S002,P0015,532,142,558,65.08,15,1,74.08,130
2023-07-20,S002,P0010,256,106,0,98.85,5,0,93.5,132
2022-02-12,S005,P0002,166,166,615,50.85,10,0,48.91,183
2023-02-18,S004,P0004,446,24,0,40.41,10,0,37.52,36
2023-04-18,S002,P0005,1139,55,0,73.84,10,0,88.63,61
2022-01-27,S001,P0002,120,82,102,63.78,10,0,56.32,105
2023-11-20,S002,P0015,392,67,0,58.75,10,1,63.13,81
2022-06-05,S003,P0017,682,49,0,109.49,10,0,126.81,75
2023-07-02,S003,P0014,442,125,440,103.05,10,0,98.11,142
2022-11-14,S001,P0010,531,50,0,108.17,10,0,107.37,44
2023-12-19,S001,P0010,600,64,0,126.34,5,0,146.5,85
2023-06-21,S004,P0015,231,92,0,107.76,5,0,114.93,122
2023-05-09,S005,P0017,136,38,0,28.58,5,0,30.16,35
2023-02-19,S003,P0007,476,59,0,12.93,20,1,15.23,96
2023-09-11,S004,P0006,273,189,459,45.4,10,0,53.98,213
2023-05-15,S005,P0012,256,165,664,161.03,5,0,144.55,143
2023-05-22,S005,P0012,646,112,0,127.07,15,1,111.38,102
2022-09-09,S002,P0006,180,81,0,64.18,0,0,58.91,74
2023-12-30,S003,P0006,104,29,0,28.72,5,0,30.24,26
2023-03-30,S001,P0011,121,73,139,140.09,10,0,160.6,63
2023-06-02,S002,P0017,362,174,404,21.64,20,1,18.45,163
2023-03-10,S002,P0002,238,134,318,34.68,20,1,31.53,168
2023-08-05,S003,P0006,118,67,54,37.0,0,0,36.72,64
2023-10-09,S001,P0010,341,25,0,106.23,5,0,101.78,27
2023-09-11,S002,P0002,156,70,0,30.56,10,0,28.31,87
2022-01-14,S004,P0001,664,144,0,12.75,0,0,12.27,126
2022-09-06,S004,P0008,76,61,84,108.06,5,0,98.88,101
2023-11-01,S001,P0010,322,97,340,131.85,5,0,123.73,82
2023-02-25,S003,P0019,104,46,51,44.39,10,1,42.62,52
2023-04-06,S004,P0009,227,69,0,83.67,25,1,91.42,85
2023-07-15,S004,P0007,704,152,893,35.47,10,1,41.97,210
2023-11-04,S005,P0006,230,75,0,55.67,10,0,50.07,94
2023-12-27,S002,P0014,98,61,0,98.59,10,0,108.17,58
2023-11-22,S004,P0019,183,135,123,50.83,25,1,49.39,117
2023-03-07,S005,P0017,125,55,75,31.28,10,0,36.87,72
2022-09-16,S004,P0002,139,93,0,20.09,10,0,23.53,128
2022-07-29,S005,P0014,310,44,0,162.76,0,0,155.12,56
2023-04-06,S005,P0012,603,113,0,113.46,25,1,106.27,105
2023-08-09,S004,P0006,109,109,0,42.07,10,1,41.62,163
2023-11-24,S005,P0002,289,112,246,41.47,0,0,47.22,95
2024-01-28,S003,P0005,256,21,0,15.89,10,0,18.27,29
2022-01-15,S003,P0002,596,115,0,62.15,5,0,68.76,147
2022-12-28,S004,P0004,476,148,0,65.78,0,0,57.59,147
2022-09-24,S002,P0005,210,111,686,87.75,20,1,97.33,151
2022-11-14,S002,P0001,527,72,0,71.24,10,0,63.08,76
2022-06-23,S004,P0003,335,118,500,139.9,20,1,156.98,145
2022-09-09,S004,P0019,116,89,126,61.99,10,1,74.24,140
2022-03-15,S005,P0009,93,77,0,101.88,0,0,96.93,101
2022-02-23,S002,P0020,739,60,0,112.35,10,0,134.82,64
2022-06-10,S001,P0001,359,67,0,59.68,20,1,69.04,107
2023-12-23,S004,P0003,632,43,0,137.42,0,0,133.54,56
2023-07-13,S002,P0009,78,78,0,64.91,5,0,59.08,110
2023-02-01,S003,P0006,126,52,52,33.48,0,0,35.92,51
2022-10-09,S002,P0018,112,97,84,25.63,10,0,24.6,87
2023-12-16,S001,P0001,267,47,0,59.21,10,0,65.24,70
2023-02-09,S002,P0014,317,25,0,87.24,10,0,97.73,28
2023-02-08,S001,P0014,124,79,306,66.1,10,1,64.21,85
2022-07-05,S003,P0001,135,5,0,11.16,10,0,10.8,5
2022-08-31,S001,P0013,77,56,82,32.9,0,0,38.5,92
2023-01-18,S001,P0005,243,96,0,60.41,5,0,55.82,104
2022-04-17,S003,P0020,397,77,0,56.76,15,1,66.51,65
2023-12-03,S004,P0011,427,81,0,65.15,0,0,64.04,106
2023-12-30,S001,P0011,155,21,0,127.97,10,0,110.72,28
2022-11-08,S002,P0017,432,98,0,16.6,20,1,17.6,92
2022-08-10,S003,P0018,143,49,0,136.69,5,0,134.29,79
2023-10-03,S001,P0012,197,197,0,90.7,25,1,84.65,215
2022-10-08,S003,P0008,135,120,0,88.15,25,1,102.54,100
2023-05-20,S004,P0004,187,60,0,43.52,10,0,42.09,54
2022-07-07,S005,P0005,130,91,0,14.8,5,0,17.09,84
2023-06-07,S005,P0009,489,92,0,94.41,5,0,113.83,109
2022-11-08,S003,P0002,605,85,0,67.4,0,0,57.36,140
2023-04-19,S004,P0010,933,67,0,17.87,20,1,21.62,56
2022-10-27,S005,P0013,824,69,0,70.76,5,0,77.09,98
2023-11-13,S004,P0004,78,78,0,51.01,10,0,55.12,115
2022-09-13,S001,P0002,135,88,67,57.41,10,0,50.07,74
2023-02-19,S002,P0012,472,40,0,59.21,0,0,65.23,53
2023-02-24,S003,P0019,162,58,0,45.85,10,0,42.48,61
2023-02-10,S004,P0013,203,132,0,16.96,25,1,15.7,112
2023-12-19,S003,P0019,131,62,92,54.22,0,0,59.72,93
2023-04-26,S003,P0016,87,17,0,79.61,0,0,73.98,22
2023-12-25,S003,P0003,166,98,0,81.4,5,0,87.04,82
2022-10-12,S002,P0016,117,117,308,107.17,0,0,106.62,140
2023-06-25,S004,P0009,333,85,310,89.75,25,1,80.39,91
2022-03-30,S003,P0004,552,35,0,18.19,5,0,16.07,33
2022-01-29,S001,P0008,123,85,97,45.58,0,0,39.51,84
2022-04-01,S003,P0007,659,88,0,14.98,5,0,16.13,88
2022-04-23,S002,P0009,365,62,0,59.02,10,1,55.57,98
2023-07-31,S002,P0001,579,91,0,84.63,5,0,91.08,128
2023-06-17,S002,P0018,137,83,86,24.7,10,0,27.89,91
2023-02-03,S001,P0014,101,53,0,48.35,25,1,45.92,50
2023-02-06,S003,P0019,155,77,0,45.42,15,1,48.79,88
2022-03-05,S005,P0009,817,205,0,118.68,5,0,137.78,190
2023-10-25,S004,P0007,43,43,599,28.8,20,1,26.91,156
2023-11-24,S001,P0002,79,58,79,53.34,10,0,59.43,68
2023-06-10,S003,P0017,611,56,0,107.08,10,0,106.05,55
2023-08-14,S003,P0001,288,159,248,19.04,5,0,18.61,135
2023-12-21,S003,P0004,188,134,0,27.07,0,0,30.35,150
2022-11-01,S004,P0012,112,112,129,99.65,20,1,109.08,119
2023-01-12,S002,P0013,576,139,509,21.37,25,1,25.27,184
2022-10-02,S003,P0010,160,82,129,43.91,0,0,43.48,118
2022-08-13,S005,P0007,448,203,0,91.91,10,0,98.04,172
2024-01-21,S005,P0010,459,122,0,55.29,15,1,49.71,108
2022-12-21,S002,P0020,91,91,448,130.66,20,1,119.51,129
2023-01-17,S001,P0006,111,38,0,32.84,5,0,36.08,47
2023-03-06,S001,P0011,115,115,251,152.6,20,1,176.92,124
2023-06-22,S001,P0020,146,68,339,128.61,5,0,126.78,97
2023-10-02,S002,P0012,468,140,600,76.85,10,1,75.66,149
2022-08-05,S005,P0009,281,103,0,98.73,10,0,97.41,124
2023-01-01,S005,P0018,153,109,98,19.65,20,1,18.33,117
2023-06-19,S002,P0002,204,95,196,35.79,0,0,35.5,103
2022-10-21,S003,P0007,456,75,0,13.98,10,0,12.78,69
2022-05-05,S001,P0008,50,24,50,33.62,5,0,28.92,20
2022-09-04,S001,P0012,231,200,405,91.75,20,1,85.55,194
2023-05-06,S004,P0011,816,45,0,50.69,5,0,60.76,64
2023-09-16,S003,P0015,418,80,0,82.52,10,0,87.6,78
2022-03-21,S001,P0003,317,155,0,50.38,25,1,55.46,161
2023-01-25,S001,P0003,446,245,0,75.13,0,0,90.38,205
2022-08-12,S002,P0009,577,71,0,57.58,5,0,62.05,90
2022-12-31,S002,P0017,366,54,0,19.62,5,0,23.61,90
2023-04-27,S002,P0018,136,108,130,24.48,20,1,27.42,125
2023-08-22,S002,P0002,206,122,0,32.28,10,1,29.76,104
2022-03-21,S003,P0011,118,118,0,132.65,5,0,117.62,117
2022-12-20,S005,P0019,165,79,206,154.95,0,0,138.56,90
2024-01-07,S003,P0006,111,32,0,29.54,10,0,29.37,34
2023-10-07,S004,P0001,900,64,0,10.62,0,0,9.37,70
2023-03-21,S004,P0004,628,89,0,57.36,0,0,68.4,118
2023-02-01,S005,P0004,140,47,0,6.21,10,0,5.35,53
2022-06-11,S002,P0019,262,28,0,66.74,0,0,77.45,24
2022-02-26,S003,P0010,71,71,129,36.48,15,1,42.01,127
2022-09-01,S003,P0017,576,103,0,120.32,10,1,111.01,87
2022-09-16,S003,P0007,889,241,677,18.77,15,1,21.19,206
2023-05-20,S002,P0018,94,94,140,29.89,5,0,28.42,118
2023-01-11,S004,P0018,84,45,58,120.25,20,1,130.53,55
2022-09-30,S003,P0003,113,60,85,77.44,10,0,89.27,83
2024-01-20,S003,P0018,537,133,398,144.67,5,0,155.56,111
2023-02-10,S004,P0012,92,42,0,95.27,0,0,104.31,43
2022-06-12,S001,P0007,511,143,0,25.83,10,0,29.33,145
2022-03-17,S001,P0016,325,140,0,44.43,0,0,47.9,142
2023-08-07,S004,P0016,289,37,0,99.8,5,0,106.64,44
2023-04-20,S005,P0011,509,34,0,63.35,5,0,71.57,44
2023-05-09,S005,P0012,148,20,0,94.97,10,0,109.49,23
2022-05-25,S005,P0002,176,53,0,29.76,20,1,29.08,51
2023-10-19,S005,P0007,75,75,0,84.62,0,0,76.03,91
2024-01-11,S005,P0020,157,85,0,29.38,5,0,28.11,80
2023-07-21,S005,P0004,183,86,0,7.66,0,0,7.39,81
2022-02-22,S004,P0012,104,44,0,93.56,5,0,89.06,39
2023-06-30,S001,P0019,98,98,106,122.34,10,0,104.93,115
2023-06-10,S003,P0006,148,63,101,40.44,0,0,36.94,89
2023-05-20,S003,P0008,84,43,0,110.9,0,0,102.96,69
2023-12-04,S002,P0009,466,187,0,71.07,15,1,68.49,181
2022-03-09,S003,P0019,169,130,159,61.94,10,0,53.04,154
2023-06-01,S002,P0001,271,163,419,97.8,0,0,107.27,161
2022-05-09,S004,P0003,213,23,0,118.17,0,0,101.78,20
2023-01-16,S005,P0001,147,138,0,14.04,0,0,12.66,131
2023-05-19,S005,P0013,397,52,0,59.62,5,0,69.08,50
2022-05-17,S002,P0017,206,20,0,14.24,15,1,14.21,23
2023-10-06,S003,P0010,89,89,209,47.32,5,0,54.95,180
2023-04-22,S004,P0006,162,52,157,32.71,5,0,37.28,80
2023-06-24,S005,P0009,524,112,0,91.53,10,0,109.59,116
2023-06-11,S001,P0002,157,58,0,50.06,20,1,48.88,68
2023-09-20,S001,P0002,134,121,107,57.91,20,1,65.78,128
2022-08-14,S005,P0012,356,40,0,101.41,15,1,97.97,40
2022-08-31,S003,P0008,192,111,215,108.41,10,0,128.23,108
2022-09-04,S003,P0015,90,90,0,84.47,10,0,90.69,85
2022-03-22,S003,P0011,322,68,0,118.64,0,0,133.33,83
2023-02-07,S003,P0020,799,96,0,68.77,5,0,73.78,88
2022-03-24,S005,P0001,355,164,0,14.38,0,0,12.6,139
2022-10-05,S005,P0013,327,92,239,64.44,15,1,62.73,88
2022-05-24,S001,P0016,271,135,333,35.45,20,1,32.99,124
2022-05-14,S001,P0007,273,62,0,22.34,0,0,24.34,68
2022-05-12,S002,P0006,97,96,87,66.18,0,0,65.71,83
2023-03-06,S002,P0001,5,5,0,80.96,10,0,89.78,131
2022-05-29,S003,P0017,52,52,569,139.45,5,0,163.24,132
2022-12-20,S002,P0012,667,76,0,54.04,20,1,46.46,75
2022-06-30,S003,P0009,87,58,78,49.76,0,0,54.71,73
2022-10-04,S003,P0017,168,52,0,120.41,0,0,111.97,58
2023-09-14,S001,P0014,757,83,0,69.84,5,0,68.31,85
2022-07-18,S004,P0015,378,42,0,75.41,10,0,87.73,36
2022-05-17,S005,P0020,103,27,50,25.81,5,0,25.48,45
2022-09-19,S005,P0017,176,70,0,32.83,10,0,38.35,86
2023-04-10,S005,P0006,897,168,0,76.46,5,0,69.94,184
2023-12-30,S005,P0020,99,22,50,23.45,5,0,26.05,35
2022-05-31,S002,P0012,118,118,601,79.26,5,0,69.63,141
2022-07-30,S004,P0011,438,52,0,55.95,0,0,55.74,63
2022-05-08,S005,P0014,93,38,0,131.16,10,0,140.61,41
2022-07-17,S004,P0009,259,89,369,119.24,5,0,141.38,122
2023-07-24,S002,P0007,534,57,0,24.16,10,1,27.48,77
2022-08-15,S003,P0003,263,81,0,86.38,10,0,77.95,101
2022-09-02,S002,P0018,129,68,112,25.93,10,0,29.99,106
2023-12-21,S002,P0011,721,74,0,80.15,5,0,85.4,63
2023-03-14,S004,P0008,171,56,0,102.62,0,0,110.38,86
2023-03-05,S003,P0003,242,56,0,79.88,10,0,95.79,92
2022-05-14,S001,P0013,91,45,50,27.76,5,0,30.01,59
2022-04-08,S001,P0005,743,123,0,69.93,0,0,69.14,135
2023-09-24,S003,P0005,375,80,0,22.47,10,1,19.38,109
2022-01-12,S002,P0019,898,12,0,60.55,5,0,65.98,14
2022-08-13,S003,P0017,503,77,0,111.89,5,0,120.07,66
2023-06-18,S004,P0010,508,79,0,26.42,0,0,31.77,103
